__label__moderate	RT to thank all of our @NavyMedicine doctors who serve at home, underway and abroad!! #NationalDoctorsDay _IMAGE	2026
__label__small	@NavyMCPON Russell Smith was officially pinned as the 15th Master Chief Petty Officer of the Navy yesterday aboard USS Constitution during Chief Petty Officer Heritage Week! #MCPON Smith will serve as the #USNavy’s senior-ranking enlisted leader and advisor to @CNORichardson. _IMAGE	2587
__label__small	#VCNO to #HASC: Opportunity now; ensure today's ships & aircraft maintained & modernized; fill holes with new ships, submarines, aircraft.	136
__label__high	Today is #GoldStarSpousesDay, a day to honor the service and sacrifices of the surviving spouses of our fallen Sailors and service members. Today, and every day, we remember. #HonorTheFallen - _URL … _IMAGE	3409
__label__small	MT @CNORichardson: Our advantage is eroding, & we MUST increase our naval power today, & pick up the pace, to maintain winning advantage.	729
__label__moderate	Around the fleet with today's #USNavy photos of the day:#USSHarrySTruman supports Operation Inherent Resolve, the last signal, #USSPorter resupplies underway, and #PacificPartnership 2018 opens in #Vietnam. info and download: _URL … _IMAGE	2224
__label__small	#WednesdayWisdom: #CyberSecurity threat is real, but you can make a difference - _URL … _IMAGE	1320
__label__high	#KnowYourMil: It takes a maritime team to protect the homeland and preserve America’s strategic influence around the world. @uscg @usmc _IMAGE	3122
__label__high	MT @USPacificFleet: #USSAnchorage and @Fighting13thMEU visit Sri Lanka, @US7thFleet expands logistics services - _URL … _IMAGE	2571
__label__high	#USNavy photos of the day: A Super Hornet lands on #USSAbrahamLincoln, Sailors take an advancement exam, Sailors bury their Shipmate who died Dec. 7, 1941, at #PearlHarbor, and Sailors receive training from the @USMC. info & download _URL … _IMAGE	4133
__label__small	#ICYMI: NAVADMIN outlines changes to Post-9/11 GI Bill transferability - _URL … via @USNPeople _IMAGE	2417
__label__high	LIVE NOW: Watch the U.S. Navy's newest Sailors graduate boot camp before they're forged by the sea! Welcome to the fleet shipmates. _RETWEET …	3859
__label__moderate	PRIME TIME! Be sure to tune into #TNFonESPN and watch @NavyFB take it to @MemphisFB. While @PatMcAfeeShow, @Hasselbeck, and @adamamin call the game tonight, @USNavy will be operating around the world maintaining #NavyReadiness. Go Navy, beat Memphis. #ForTheBrand _RETWEET …	4153
__label__high	#BREAKING: We are aware of reports of a possible active shooter at Naval Air Station Pensacola. More information to follow.	4406
__label__high	When we talk about the #USNavy providing on-call, scalable options, here's why #SyriaStrikes is an example of that - _URL  _IMAGE	397
__label__small	Before you start #CyberMonday shopping for your #USNavy Sailor, family and friends, put these tips on your list as must haves. All hands need to practice #cybersecurity because the #NavyCyber threat is real. _URL …	2902
__label__moderate	#ICYMI: #USNavy Leadership Development Framework released - _URL  _IMAGE	100
__label__moderate	Get some, @USMC! MT @US5thFleet: Don't mess with the best! @24thMEU constantly trains while #ForwardDeployed to U.S. #5thFleet. #SemperFi _IMAGE	559
__label__moderate	TSC volunteers making children's wishes come true - _URL … _IMAGE	1651
__label__moderate	#USNavy photos of the day: An #F35C sits aboard #USSCarlVinson, #PCUMichaelMonsoor #DDG1001 arrives in #SanDiego, Sailors present the colors during a #PearlHarbor Remembrance Ceremony, and #USSAbrahamLincoln launches a #RAM. info and download: _URL … _IMAGE	2954
__label__high	UPDATE: NTSB is on the scene and has the flight data recorder from yesterday's runway incident @NASJax_ Passengers are reuniting with family members, including those who are traveling to ultimate destinations. _RETWEET …	3535
__label__moderate	Around the fleet with today's photos of day:@gipper76 departs Yokosuka, Sailors high five kids during #FleetWeekNYC, Adm. James G. Foggo II lays a wreath in France, and Sailors salute the ensign aboard #USSHarrySTruman. info and download: _URL  _IMAGE	2261
__label__high	"There are some big changes coming to the #USNavy Physical Readiness Test #PRT. Now every Sailor can be a ""Plank"" owner! _RETWEET …"	3660
__label__moderate	Read Acting Secretary of Defense Mark T. Esper @EsperDoD's Message to the @DeptofDefense: _URL  _RETWEET …	3786
__label__high	MT @US7thFleet: #USSCoronado #LCS4 conducts successful live-fire of the harpoon block 1C missile off coast of Guam - _URL … _IMAGE	1112
__label__moderate	MT @CNORichardson: Team, it’s great to be at Recruit Training Command with @NavyMCPON where we met the exceptional Sailors of this graduating class. They’ve exemplified #USNavy toughness throughout their eight weeks of basic training. Today, we welcome them to the fleet! _IMAGE	3108
__label__small	Happy #NationalBookLoversDay! Have you checked out @CNORichardson’s Professional Reading Program (PRP)? The CNO PRP encourages a lifelong habit of reading and learning for all Sailors. #NavyReadiness - _URL … _IMAGE	2495
__label__moderate	MT @US7thFleet: @indiannavy, @JMSDF_PAO, and #USNavy are taking part in the annual mine countermeasure exercise 2JA near Ominato, Japan - _URL … _IMAGE	2422
__label__moderate	#ICYMI: #USSFitzgerald departs Fleet Activities Yokosuka, beginning journey to Pascagoula, Mississippi for further repairs - _URL … via @US7thFleet _IMAGE	1528
__label__small	Sharing thoughts on the future of science-related topics and maritime research, @USNavyResearch Global advances U.S.-German scientific collaboration - _URL … _IMAGE	3793
__label__high	On this #NationalSelfieDay, show us your #SelfieWithASailor!	3772
__label__moderate	Attention, Sailors: The quotas are in! See how the odds stack in your favor. _URL … _IMAGE	4364
__label__small	MajGen Coffman: “The Joint Strike Fighter going operational on big decks is going to happen in the next year or so, and it’s going to change the world.” #SNA2018	1727
__label__high	The commercial side of this #HolidaySeason brought to you by your #USNavy. You're welcome. _IMAGE	4480
__label__small	Hear new @USNavyCNO Adm. Mike Gilday's first message to the #USNavy fleet today. _RETWEET …	4008
__label__moderate	Around the fleet with today's photos of day: #USSWasp is moored in Okinawa, Sailors enjoy a band during #NOLANavyWeek, an F/A-18F Super Hornet lands aboard #USSHarrySTruman, and Sailors prepare for exercise #HaniniResponse. info and download: _URL … _IMAGE	2140
__label__small	Today the @DeptofDefense announced a change to the Post-9/11 GI Bill benefits transfer policy. Learn how the update will affect #USNavy Sailors here - _URL … _IMAGE	2395
__label__high	Sir, thank you for recognizing our Sailors! 	404
__label__small	There's nothing PC about treating people with dignity and respect.	1356
__label__moderate	".@USNavyEurope statement concerning an ""unsafe"" interaction between a #USNavy P-8A Poseidon aircraft and Russian SU-35 over the Mediterranean Sea, June 4, 2019. _URL … _IMAGE"	3679
__label__high	Fresh, hot pizza provides a slice of home when you're on deployment operating forward to protect and defend America and preserve our strategic influence around the globe. Happy #NationalPizzaDay! _IMAGE	3177
__label__small	LIVE 4P ET: @CNORichardson delivers #SNA2018 keynote address - _URL … @SurfaceWarriors _IMAGE	1729
__label__moderate	MT @USNavyEurope: During #CutlassExpress, 15 nations are working to develop capabilities to enhance maritime security and stability. Here, military members from Tanzania People's Defence Force participate in a visit, board, search and seizure drill in Pemba, #Mozambique. _IMAGE	3159
__label__moderate	Around the fleet with today's photos of the day:@BlueAngels take flight over #Biloxi, #RIMPAC replenishment-at sea, #Fargo-Moorhead Metro gets to know our #USNavy, and Seabees unload a mooring buoy. info and download: _URL … _IMAGE	2443
__label__moderate	#BREAKING: #USSWasp rescues two civilians from downed civilian aircraft in Caribbean. More to follow.	1265
__label__moderate	US, Japan and Korea navies conduct trilateral missile defense informational link exercise March 14-15 - _URL  (File photo) _IMAGE	274
__label__small	#USNavy photos of the day:Future #USSThomasHudner receives honors while arriving in #Boston, EOD Sailor helps recover #WWII ordnance in #Palau, LCU prepares to embark #USSRushmore, and #USSBainbridge maintains #NavyReadiness. and : _URL … _IMAGE	2911
__label__moderate	#ICYMI: @TheCVN69 hosts future #USNavy pilots for their carrier qualifications during its underway - _URL  @flynavy _IMAGE	175
__label__high	Stay ready for the fight, be vigilant and take care of each other. Read more about what @NavyMCPON wants #USNavy Sailors to remember headed into the holidays. _URL … _IMAGE	2990
__label__moderate	MT @USNavyEurope: Exercises help us maintain our #NavyReadiness!#USNavy Sailors aboard the #USSPorter (DDG 78) conduct a towing exercise with the @MSCSealift dry cargo and ammunition ship #USNSMedgarEvers (T-AKE 13) in the #AtlanticOcean _IMAGE	3338
__label__moderate	#USNavy completes review of initial survey data from #WWII cruiser wreck site - _URL  via @usnhistory _IMAGE	180
__label__moderate	LIVE NOW: Ceremony remembers 37 #USStark Sailors killed in missile attack #OTD 1987 - _URL  _IMAGE	596
__label__moderate	Ahead of the upcoming @MidwayMovie, gain insight of the vital roles that aircraft carriers have played throughout Navy history and how they still remain essential in the #USNavy. Read now! Then and Now: MIDWAY and the U.S. Navy Aircraft Carrier - _URL … _IMAGE	4238
__label__moderate	Naval Research #HBCU Team, Surface Warfare Center Work to Boost #STEM Diversity: _URL … _IMAGE	4458
__label__moderate	Your #USNavy photos of the day: An F/A-18F Super Hornet launches from @USSHarrySTruman, Sailors race to put on their firefighting gear, plans are discussed during #RIMPAC, and #USSMustin honors #USSJohnston! Download the action here: _URL … _IMAGE	2423
__label__high	#USNavy photos of the day: #Santa launches aircraft aboard #USSAbrahamLincoln, #SECDEF video conferences with deployed #USNavy Sailors, #USSWayneEMeyer returns from deployment and #USSHarrySTruman conducts flight operations. info & download : _URL  _IMAGE	4490
__label__moderate	#USNavy and @NASA complete Underway Recovery Test-6 for @NASA_Orion crew module. Next up: URT-7 with #USSomerset #LPD25 in October to validate and verify recovery hardware - _URL … _IMAGE	1806
__label__moderate	From hangar bay to movie theater.#USSTheodoreRoosevelt Sailors were treated to a pre-screening of @Marvel’s @Avengers: #InfinityWar while deployed in Pacific Thursday – a day before movie opened. @Disney _IMAGE	2157
__label__small	2:30P ET: MCPON Giordano testifies before #SASC-Personnel on DoD Single Service Member & Military Family Readiness _URL  _IMAGE	173
__label__small	MT @USPacificFleet: #USNavy, #Japan Maritime Self-Defense Force begin #MultiSail exercise in @US7thFleet _URL  (File pic) _IMAGE	252
__label__high	RT @RealDonaldTrump: Thoughts & prayers are w/ our @USNavy sailors aboard the #USSJohnSMcCain where search & rescue efforts are underway.	1103
__label__moderate	TODAY: #USSTheodoreRoosevelt and #USSBunkerHill to return from deployment - _URL … @CityofSanDiego _IMAGE	2181
__label__small	LIVE SOON: @secnav76, @CNORichardson and @CMC_MarineCorps testify before #HASC about Department of the Navy's Fiscal Year 2020 budget request.: _URL …: _URL … _IMAGE	3433
__label__moderate	MT @US7thFleet: #USNavy & Republic of Korea Navy ships operate together in the Western Pacific. #Partnership #Readiness #7thFleet _IMAGE	542
__label__small	Adding to our #NavyCapacity, #USNavy accepts delivery of USNS Miguel Keith - _URL … _IMAGE	4334
__label__high	There’s no better way to kick off our #243NavyBday weekend than watching our newest Sailors graduate #USNavy boot camp and prepare to get #ForgedByTheSea! Welcome to the fleet, shipmates. _RETWEET …	2735
__label__moderate	#TBT to March 8, 2018: #USSTulsa underway for its acceptance trials in the Gulf of Mexico. This Saturday at 1P ET / 10A PT, watch #LCS16’s commissioning as the ship joins our #USNavy fleet, expanding #NavyCapacity - _URL … _IMAGE	3207
__label__moderate	HAPPENING NOW: Watch #USNavy's newest Sailors graduate boot camp - _URL  _IMAGE	288
__label__moderate	Today is #TakeYourChildToWorkDay. It's never too early for our young shipmates to reach for their dreams - like being a #USNavy Sailor! _IMAGE	497
__label__moderate	#USNavy photos of the day: Marines load a guided bomb unit onto a #F35B Lightning II aircraft, #Seabees show off their roofing skills, sparks fly aboard #USSEssex, and a naval aircrewman takes a ride in an MH-60S Sea Hawk. info and download: _URL … _IMAGE	2973
__label__high	OTD June 15, 1944, US Marines launched an attack on the island of Saipan with the goal of gaining the Japanese air base. More than 300 amphibious assault vehicles landed 8,00 Marines, covered by the supporting fire of 11 battleships. ##HonorTheFallen _URL …	3743
__label__small	MT @NavyOutreach: #USNavy @FleetForcesBand rocking out Monday! What a fun way to kick off #Memphis #NavyWeek. _IMAGE	562
__label__high	#USNavy #USSRonaldReagan Carrier Strike Group arrives in #HongKong for a scheduled port visit - _URL … _IMAGE	2881
__label__high	Welcome home shipmates on #ChristmasEveEve. MT @USFleetForces: Just in time for Christmas! #USSJamesEWilliams #DDG95 returns home to #NorfolkVA today following a 7-month deployment to Europe and the Middle East. _IMAGE	1665
__label__moderate	#USNavy photos of the day: #USSTheodoreRoosevelt launches aircraft, #USSGeraldRFord practices firefighting, #USSRafaelPeralta and #USSJohnFinn are underway and #USNavy Sailors maintain a radar aboard #USSHarrySTruman. info & download : _URL ? _IMAGE	4461
__label__moderate	 LIVE FRIDAY 10A ET: #US2ndFleet establishment buildups from its legacy, and signifies our #USNavy's dedication and renewed focus on naval operations on East Coast and North Atlantic - _URL … _IMAGE	2548
__label__moderate	Today off the coast of #Guam we kick off exercise #Malabar2018, an annual exercise conducted with the @IndiaINF and Japanese Maritime Self-Defense Force #JMSDF aimed at strengthening interoperability in the Indo-Pacific region! _URL … _IMAGE	2292
__label__small	Around fleet with today's #USNavy photos of day:Sailors handle ordnance, @USMC MV-22B Osprey prepares for take off, #USSConstitution Sailors parade colors at @RaysBaseball & Sailors aboard #USSJohnCStennis machine fuel valve. info and download: _URL … _IMAGE	2194
__label__moderate	.@USPacificFleet Commander visits Sydney, #Austrailia for Pacific International Maritime Exposition, helps strengthen #NavyPartnership - _URL … _IMAGE	4212
__label__small	THIS WEEK: #USNavy's @thecvn69 marks 40 years of service. Commissioned 1977 in Norfolk, Virginia. @USNHistory _IMAGE	1350
__label__small	#WednesdayWisdom: Disasters don't plan ahead, but you can #PlanAhead - _URL … via @CNICHQ #NatlPrep _IMAGE	1176
__label__high	Happy #242NavyBday! RT to celebrate America's seapower to protect and promote! _IMAGE	1334
__label__moderate	#Happy2017: Commit to your physical fitness. Regular exercise improves psychological & physical health - _URL  #FITmasTime _IMAGE	0
__label__moderate	.@CNORichardson on our shipmate @SenJohnMcCain's health. _IMAGE	920
__label__moderate	MT @ChiefPentSpox: #SecDef spoke to #USSKentucky crew at Naval Base Kitsap and toured the @USNavy Ohio-class ballistic missile submarine _IMAGE	1036
__label__moderate	#USSNewYork departed Mayport Saturday for potential assistance following Hurricane #Nate - _URL … _IMAGE	1309
__label__small	New F-35 modification facility brings strategic capability to Fleet Readiness Center East. #NavyReadiness _URL … _IMAGE	3988
__label__moderate	MT @USNavyEurope: @RoyalNavy Trafalgar-class submarine HMS Trenchant & Wildcat HMA2, participate in #SaxonWarrior 2017, Aug. 5. _IMAGE	1021
__label__small	MT @USNavyKorea: Today, #CNFK and #ROKNavy held our first joint Medical Regulation Control course for increased interoperability. _IMAGE	441
__label__moderate	The visit further strengthened the #US6thFleet relationship with the Israeli Navy as the U.S. and #Israel work together for a stable, secure, and prosperous region. #NavyPartnerships _RETWEET …	3767
__label__moderate	#ICYMI: @FlyNavy's RADM Roy Kelley reflects on a busy and exciting year for naval aviation - _URL … _IMAGE	1687
__label__small	#ObangameExpress 2019: Bringing #USNavy partners together for training that aims to combat real world threats and maintain #NavyReadiness in the region. _RETWEET …	3343
__label__high	#LIVENOW: Watch the #USNavy's newest Sailors graduate boot camp before they're #ForgedByTheSea. Welcome to the fleet shipmates! _RETWEET …	3885
__label__moderate	In honor of #InternationalAstronomyDay, check out these cool facts about the United States Naval Observatory! _URL … _IMAGE	3565
__label__moderate	LIVE 10:30A ET: @FlyNavy VADM Mike Shoemaker ( _URL ) testifies on #USNavy aviation readiness before #HASC Readiness Subcommittee _URL  _IMAGE	1434
__label__small	#DYK: #USSGeraldRFord is the lead ship of the first new class of #USNavy aircraft carriers in more than 40 years - _URL  _IMAGE	936
__label__moderate	.@NavalAcademy Class of 2018 receives service assignments - _URL … _IMAGE	1498
__label__moderate	#FridayFeeling RT @NavStress: Live your life by a compass not a clock. _IMAGE	2152
__label__small	It looks like a pretty good set.. with a nice background! Wouldn't you agree @LesterHoltNBC? #LesterAcrossAmerica	2731
__label__small	MT @LHD6BHR: BHR Sailors gather presents for children of Japan for a community relations event, strengthening our bond during the holiday season. _IMAGE	1603
__label__moderate	#USNavy photos of the day: Naval #ROTC midshipmen receive firefighting training, #USSJohnPMurtha gets boarded during a#VBSS drill, #USSPorter readies for a replenishment-at-sea, and Southern Partnership Station 2019 is underway. info & download: _URL … _IMAGE	3958
__label__moderate	The #USNavy photos of the day: #USSGravely transits the #NorthSea, a Sailor works on F/A-18E Super Hornet, #USSAnchorage gets vertically-replenished, and @INDOPACOM commander Adm. Phil Davidson takes questions in New Delhi, #India! Info and download: _URL … _IMAGE	3039
__label__high	Happy birthday, @USMC!We're proud to serve with you on America's Blue-Green team! #SemperFi _RETWEET …	1441
__label__moderate	"MT @USPacificFleet: #USSDewey and #USSterett set to depart #SanDiego today for Indo-Pacific deployment supporting ""up-gunned"" expeditionary strike group concept - _URL … @Amphib7FLT @US7thFleet _IMAGE"	1854
__label__high	We're looking forward to it, Sir! MT @realDonaldTrump: So exciting! I have agreed to be the Commencement Speaker at our GREAT @NavalAcademy on May 25th in Annapolis, Maryland. Looking forward to being there.	2117
__label__small	Building more than just buildings, #Seabees build relationships. BZ to #USNavy Naval Mobile Construction Battalion 5 for renovating a local school for a cleaner, safer environment for the Students of Pehleng Elementary, in the Federated States of Micronesia! _IMAGE	4344
__label__small	FY18 active duty and SELRES chief results have been released - _URL  via @AllHandsMag _IMAGE	1000
__label__high	That #FridayFeeling when you're about to join the #USNavy fleet!On Saturday at 1P ET / 10A PT, future #USSMichaelMonsoor #DDG1001 will be commissioned at Naval Air Station North Island, #SanDiego, California. _URL … _URL … _IMAGE	3106
__label__moderate	#USSHarrySTruman Strike Group conducts group sail to prepare for future operations - _URL … _IMAGE	1398
__label__small	#USNavy set to survey downed C-2A Greyhound - _URL … via @US7thFleet _IMAGE	1809
__label__small	#USNavy releases 2018 Personal and Professional Choices Survey results, helping us to understand our Sailors’ needs, experiences and choice - _URL … via @USNPeople #OneNavyTeam _IMAGE	2449
__label__small	#ICYMI: #USSTulsa commissioned as #USNavy's newest surface combatant, expanding #NavyCapacity - _URL … @SurfaceWarriors _IMAGE	3217
__label__small	LIVE NOW: @FlyNavy VADM Mike Shoemaker ( _URL ) testifies on #USNavy aviation readiness. _URL  _IMAGE	1432
__label__moderate	Ready to strengthen #NavyPartnerships during Africa Partnership Station, #USNSCarsonCity arrives in Sekondi, #Ghana - _URL … _IMAGE	3894
__label__moderate	7:14P ET Update: #USSFitzgerald crew responding to the damage. Full extent of damage being determined - _URL  2/6	738
__label__moderate	RT @NAVAIRNews: Flying into the weekend like..#WeAreNavalAviation #FridayFeeling _IMAGE	3596
__label__moderate	#OTD 2008: #USNSCarlBrashear was christened & named after the 1st African-American #USNavy diver MCPO Carl Brashear -.. _IMAGE	1223
__label__moderate	LIVE 11A ET: @CNORichardson discusses the Navy our Nation needs at @Heritage - _URL … _IMAGE	1833
__label__small	MT @USNavyResearch: ONR officials and industry partners announce successful, final flight demonstration of an AACUS-enabled helicopter, increasing its capability to full autonomy - _URL … _IMAGE	1617
__label__moderate	.@usairforce, happy 71st #AFBday! We're proud to serve with you on our joint force. Keep flying, fighting and winning! _IMAGE	2640
__label__high	Today is #GoldStarSpousesDay, a day to honor the resiliency and sacrifices made by the surviving spouses of our fallen Sailors and service members. Today, and every day, we remember. _IMAGE	2046
__label__small	THIS WEEK: @NNSYNews turns 250 - _URL … via @virginianpilot _IMAGE	1399
__label__high	Watch the #USNavy's newest Sailors graduate boot camp and join the fleet. Prepare to get #ForgedByTheSea shipmates! _RETWEET …	3050
__label__moderate	#MondayMotivation: #FromHellcatsToHornets. 71 yrs of @BlueAngels history during flight with 1st 2 performing aircraft with @cafsocal Friday. _IMAGE	270
__label__small	Congratulations, HM2! _RETWEET …	4388
__label__high	.@OklahomaCity_OK #NavyWeek has officially begun! Be sure to stay up to date on all the action here: _URL … _RETWEET …	3649
__label__moderate	.@USAmbFrance and French guests embark #USNavy @USSHARRYSTRUMAN - _URL … @USEmbassyFrance @MarineNationale _IMAGE	2374
__label__moderate	MT @USNavyEurope: F/A-18 Super Hornets fly above HMS Queen Elizabeth during exercise #SaxonWarrior 2017, Aug. 5. = #PartnerStrong _IMAGE	1022
__label__moderate	U.S.-Flagged Merchant Vessel Rescues Distressed Iranian Mariners: _URL … #NavyPartnerships _IMAGE	4471
__label__small	MT @USNavyKorea: United Nations Command honored those who defended, fought and died for the #ROK during 67th commemoration of #KoreanWar _IMAGE	805
__label__high	That #FridayFeeling when you’re graduating #USNavy boot camp to be #ForgedByTheSea. _RETWEET …	2176
__label__high	Fair winds and following seas, shipmates. We have the watch.Guests attend a memorial service for Ens. Joshua K. Watson, Naval Air Crewman (Mechanical) 3rd Class Mohammed S. Haitham, and Naval Air Crewman (Mechanical) 3rd Class Cameron S. Walters at @NASPCOLA. #HonorTheFallen _IMAGE	4470
__label__moderate	RT @USNHistory: During the attack on #PearlHarbor 2,403 total lives were lost, including 68 civilians. Read some of our oral history accounts from that day: _URL … #PearlHarbor76 _IMAGE	1573
__label__moderate	LIVE SOON: #USNavy's future #USSTulsa will be commissioned in #SanFrancisco, expanding #NavyCapacity. _URL …	3208
__label__small	.@DiGiorno It's certainly not delivery when we're America’s primary forward deployed force, thanks to our culinary specialists for the slice of home. _IMAGE	2271
__label__small	Africa Partnership Station presses on! _RETWEET …	3917
__label__small	MT @USNHistory: #OTD in 1946, the first Medal of Honor is awarded to a #USNavy Chaplain, Lt. Cmdr. Joseph T. O'Callahan. #MOH _IMAGE	83
__label__moderate	.@CNORichardson and @NavyMCPON connect with Sailors during latest fleet engagement trip to Naval Base Kitsap-Bangor - _URL … _IMAGE	3501
__label__small	LIVE SOON: 75th anniversary commemoration of the Battle of #Midway75 from @USSMidwayMuseum and Midway Atoll - _URL  _IMAGE	680
__label__small	#ICYMI: #VCNO discusses #USNavy’s need to grow, need to be whole and need to take care of people in latest podcast - _URL … _IMAGE	167
__label__moderate	MT @USPacificFleet: @Australian_Navy, #USNavy and @USMC are demonstrating their mateship during exercise #RIMPAC. #CapableAdaptivePartners @USAembassyinOZ @PacificCommand _IMAGE	2433
__label__high	No matter how long it takes, thanks to the efforts of @dodpaa we will always #HonorTheFallen. _RETWEET …	3967
__label__high	#MondayMotivation: Greeting your family for the first time as a #USNavy chief petty officer following underway pinning ceremony! _IMAGE	1254
__label__moderate	Time to hit the pool! Just because there is no boot camp graduation today doesn't mean training stops! Take an inside look as these #USNavy recruits train at the USS Indianapolis Combat Pool at Recruit Training Command. _IMAGE	3228
__label__high	We know a shellback when we see one. Happy #WorldTurtleDay from your #USNavy! _IMAGE	3627
__label__high	Handle with care.Aviation Ordnancemen transfer missiles from aircraft to a holding location aboard #USSRonaldReagan. Reagan, provides a combat-ready force that protects and defends the collective maritime interests of #USNavy allies and partners in the Indo-Pacific region. _IMAGE	3979
__label__small	LIVE NOW: Career Development Symposium session for first-term #USNavy E1 to E4 Sailors.: _URL … _IMAGE	1241
__label__small	Operation Christmas Drop 2017 in full flight - _URL … _IMAGE	1614
__label__moderate	LIVE NOW: @us2ndfleet establishment ceremony at Naval Station Norfolk. #ReadyToFight _RETWEET …	2567
__label__moderate	MT @VP: Great crowd on the flight deck of #USSRonaldReagan. Looking forward to joining you shortly. #VPinASIA _IMAGE	457
__label__moderate	#TBT to #OTD 1882: Office of Naval Intelligence created & continues to evolve to be what our #USNavy & nation needs. _URL  _IMAGE	312
__label__moderate	.@secnav76 visits #USNavy Sailors and @USMC in #Arctic during #AECE - _URL … _IMAGE	4126
__label__high	#USNSComfort has arrived in #SanJuan, #PuertoRico to support Hurricane #Maria relief. More to follow. @MSCSealift @USFleetForces _IMAGE	1283
__label__moderate	Around the fleet with today's #USNavy photos of the day:#USSKearsarge arrives for #NOLANavyWeek, #F35B flight operations aboard #USSWasp, Shore Sailor of the Year nominees at Pentagon, and early #EarthDay cleanup. info and download: _URL … _IMAGE	2111
__label__high	RT to start your weekend with a bang like #USSDonaldCook #DDG75 during a live-fire gunnery exercise in the Atlantic Ocean, March 13. _IMAGE	292
__label__high	And we'll continue to increase #NavyLethality, strengthen alliances and attract new #NavyPartnerships, and reform the department for greater performance and affordability in support of the #NavyTheNationNeeds. _RETWEET …	3018
__label__moderate	#ThursdayThoughts: There's no time to waste. You are your fire department out at sea. _IMAGE	918
__label__moderate	MT @usnpeople: PRIMS currently unavailable in BOL. This is due to update that resulted in log-in issues for CFLs. While My Navy Portal remains able to display member's PFA results, PARFQ link is disabled due to technical issues. Will update when access is restored. _IMAGE	2098
__label__small	A unified front. _RETWEET …	3954
__label__high	#USNavy's first female admiral, Alene Duerk, passes away - _URL … via @USNHistory _IMAGE	2444
__label__small	MT @USNavyEurope: Maintaining #NavyReadiness at sea..Damage Controlman Fireman Luke Langland cuts a steel bar in the general workshop aboard the Arleigh Burke-class guided-missile destroyer #USSCarney during #FormidableShield 2019. _IMAGE	3582
__label__moderate	A trailblazing shipmate, Raye Montague, overcame adversity and forever left her mark on our #USNavy. On Wednesday, she passed at age 83. #ICYMI, @AllHandsMag spoke with her about breaking barriers - _URL … _IMAGE	2759
__label__high	It might've seemed like sci-fi #OTD 1960: Launch of 1st nuclear powered aircraft carrier, USS Enterprise. ( April 1962)#StarTrekDiscovery _IMAGE	1256
__label__high	Statement by Secretary of Defense James N. Mattis on the Passing of President George H.W. Bush _URL … _IMAGE	2920
__label__moderate	#USNavy F/A-18E makes emergency landing at Bahrain International Airport. Pilot uninjured _URL … via @US5thFleet (File pic) _IMAGE	1045
__label__high	#USNavy photos of the day: It's a party in Palau, #USNSCarsonCity and partners conduct a #VBSS drill in Cabo Verde, a Sailor sends a signal using paddles, and Chief season is in full swing! info & download: _URL … _IMAGE	3972
__label__moderate	RT @USNavyKorea: Today @US7thFleet met with #ROKFLT to discuss future exercises and ways to continue strengthening the #ROKUSAlliance. _IMAGE	61
__label__high	#USNavy and maritime forces from #ASEAN began the first ASEAN-U.S. Maritime Exercise (#AUMX) at Sattahip Naval Base, Thailand Sept. 2. #USSWayneEMeyer and #USSMontgomery are participating. #FreeandOpenPacific #NavyPartnerships _URL … _IMAGE	4047
__label__moderate	Earlier today, Pentagon-area #USNavy leaders, Sailors, civilians, family & friends gathered to #HonorTheFallen seven #USSFitzgerald Sailors _IMAGE	815
__label__small	Maj. Gen. Coffman ( _URL …) at #SAS2018: “In accordance with the NDS, expeditionary Navy, Marine and SOF forces operating in the littorals serve as America's ‘inside fighters’ ….	2068
__label__moderate	Around the fleet with today's #USNavy photos of the day: #USSJasonDunham helo ops, Sailor loads Maverick missile on a P-3C Orion, #USSMilius underway in Philippine Sea, and an EA-18G Growler launches from #USSCarlVinson #RIMPAC. info & download: _URL … _IMAGE	2427
__label__high	#USNavy photos of day: #USSJohnCStennis demonstrate some air power, #USSTheodoreRoosevelt conducts flight-ops, #USSRoosevelt fires its Mark 45 Mod 2 5-inch gun, and #USSRoosevelt fires an SM-2 missile . info and download: _URL … _IMAGE	3587
__label__moderate	MT @USPacificFleet: #USSBonhommeRichard, @USMC depart Okinawa to continue regional patrol, join exercise #CobraGold - _URL … _IMAGE	1850
__label__high	#OTD in 1969: The #Apollo11 astronauts returned to Earth and were recovered by the USS Hornet after splashing down in the Pacific Ocean, successfully completing their return from the moon. Learn more about the #USNavy's role in the recovery operation - _URL … _IMAGE	3900
__label__small	MT @60Minutes: Now on #60Minutes - Experimental, autonomous drones that could locate enemies or coordinate weapons strikes against them	31
__label__moderate	#USNavy to commission littoral combat ship #USSTulsa, expanding #NavyCapacity - _URL … @cityoftulsagov @gtbynum _IMAGE	3199
__label__small	#USNavy religious ministry training returning to Navy locations, allowing new officer and enlisted personnel opportunity to develop as leaders and Sailors alongside their Navy counterparts attending other training - _URL … _IMAGE	2533
__label__small	The #USNavy and @USCG and the Royal Malaysian Navy kick off exercise #MTA2019 in Malaysia. #NavyPartnerships - _URL … _IMAGE	3975
__label__moderate	MT @USNavyEurope: Today #USSCarney began its north-bound transit to the #BlackSea to enhance regional maritime stability by participating in #ExerciseSeaBreeze 2019. #SeaBreeze #SB19 _URL … _IMAGE	3810
__label__small	What does he want to do ?	1497
